element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Th,1,"=""410.728631""","=""0.000015""","=""630""","=""""",,"=""5""","=""6""",,
Th,1,"=""410.786135""","=""0.000014""","=""730""","=""""",,"=""2""","=""1""",,
Th,1,"=""410.81841""","=""0.00005""","=""38""","=""""",,"=""3""","=""3""",,
Th,1,"=""410.932329""","=""0.000008""","=""2200""","=""""",,"=""4""","=""4""",,
Th,1,"=""410.97256""","=""0.00004""","=""56""","=""""",,"=""2""","=""2""",,
Th,1,"=""411.01728""","=""0.00005""","=""29""","=""""",,"=""4""","=""3""",,
Th,1,"=""411.03171""","=""0.00017""","=""12""","=""""",,"=""3""","=""2""",,
Th,1,"=""411.082588""","=""0.000010""","=""1900""","=""""",,"=""2""","=""2""",,
Th,1,"=""411.16154""","=""0.00003""","=""79""","=""""",,"=""2""","=""2""",,
Th,1,"=""411.21052""","=""0.00003""","=""100""","=""""",,"=""3""","=""3""",,
Th,1,"=""411.22015""","=""0.00004""","=""52""","=""""",,"=""7""","=""6""",,
Th,1,"=""411.26588""","=""0.00003""","=""140bl""","=""""",,"=""4""","=""4""",,
Th,1,"=""411.271000""","=""0.000015""","=""630""","=""""",,"=""2""","=""3""",,
Th,1,"=""411.2754311""","=""0.0000025""","=""18000""","=""""",,"=""2""","=""2""",,
Th,1,"=""411.30923""","=""0.00004""","=""56""","=""""",,"=""4""","=""4""",,
Th,1,"=""411.37530""","=""0.00005""","=""18""","=""""",,"=""4""","=""4""",,
Th,1,"=""411.38742""","=""0.00003""","=""110""","=""""",,"=""3""","=""2""",,
Th,1,"=""411.40615""","=""0.00005""","=""35""","=""""",,"=""3""","=""4""",,
Th,1,"=""411.575878""","=""0.000005""","=""3400""","=""""",,"=""1""","=""2""",,
Th,1,"=""411.60964""","=""0.00004""","=""52""","=""""",,"=""1""","=""2""",,
Th,1,"=""411.663005""","=""0.000024""","=""170bl""","=""""",,"=""3""","=""3""",,
Th,1,"=""411.76965""","=""0.00004""","=""44""","=""""",,"=""3""","=""3""",,
Th,1,"=""411.78008""","=""0.00005""","=""18""","=""""",,"=""4""","=""3""",,
Th,1,"=""411.82237""","=""0.00005""","=""34""","=""""",,"=""3""","=""3""",,
Th,1,"=""411.83264""","=""0.00003""","=""82""","=""""",,"=""1""","=""2""",,
Th,1,"=""411.848921""","=""0.000015""","=""540""","=""""",,"=""4""","=""5""",,
Th,1,"=""411.89792""","=""0.00007""","=""16""","=""""",,"=""4""","=""4""",,
Th,1,"=""412.03623""","=""0.00003""","=""80""","=""""",,"=""2""","=""1""",,
Th,1,"=""412.04092""","=""0.00003""","=""86""","=""""",,"=""3""","=""2""",,
Th,1,"=""412.13058""","=""0.00007""","=""15""","=""""",,"=""4""","=""4""",,
Th,1,"=""412.17440""","=""0.00017""","=""20""","=""""",,"=""5""","=""4""",,
Th,1,"=""412.26982""","=""0.00004""","=""68""","=""""",,"=""2""","=""3""",,
Th,1,"=""412.360081""","=""0.000015""","=""610""","=""""",,"=""2""","=""3""",,
Th,1,"=""412.372556""","=""0.000017""","=""450""","=""""",,"=""4""","=""3""",,
Th,1,"=""412.404024""","=""0.000015""","=""570""","=""""",,"=""2""","=""2""",,
Th,1,"=""412.41106""","=""0.00005""","=""37""","=""""",,"=""3""","=""4""",,
Th,1,"=""412.42327""","=""0.00005""","=""23""","=""""",,"=""3""","=""3""",,
Th,1,"=""412.47785""","=""0.00003""","=""110""","=""""",,"=""4""","=""3""",,
Th,1,"=""412.48894""","=""0.00004""","=""42""","=""""",,"=""2""","=""3""",,
Th,1,"=""412.55519""","=""0.00005""","=""19""","=""""",,"=""2""","=""2""",,
Th,1,"=""412.60280""","=""0.00004""","=""57""","=""""",,"=""4""","=""3""",,
Th,1,"=""412.63497""","=""0.00003""","=""81""","=""""",,"=""1""","=""2""",,
Th,1,"=""412.734177""","=""0.000019""","=""330""","=""""",,"=""2""","=""3""",,
Th,1,"=""412.741188""","=""0.000009""","=""3400""","=""""",,"=""6""","=""7""",,
Th,1,"=""412.79496""","=""0.00005""","=""19""","=""""",,"=""3""","=""2""",,
Th,1,"=""412.804981""","=""0.000017""","=""490""","=""""",,"=""4""","=""4""",,
Th,1,"=""412.81216""","=""0.00005""","=""41""","=""""",,"=""5""","=""4""",,
Th,1,"=""412.90731""","=""0.00017""","=""21""","=""""",,"=""5""","=""5""",,
Th,1,"=""412.951155""","=""0.000014""","=""750""","=""""",,"=""5""","=""5 or 6""",,
Th,1,"=""413.01664""","=""0.00004""","=""57""","=""""",,"=""2""","=""3""",,
Th,1,"=""413.07879""","=""0.00004""","=""42""","=""""",,"=""2""","=""3""",,
Th,1,"=""413.100201""","=""0.000005""","=""5600""","=""""",,"=""4""","=""4""",,
Th,1,"=""413.12079""","=""0.00003""","=""160""","=""""",,"=""3""","=""3""",,
Th,1,"=""413.165997""","=""0.000014""","=""750""","=""""",,"=""5""","=""4""",,
Th,1,"=""413.171191""","=""0.000012""","=""970""","=""""",,"=""4""","=""3""",,
Th,1,"=""413.22316""","=""0.00005""","=""31""","=""""",,"=""3""","=""4""",,
Th,1,"=""413.24056""","=""0.00005""","=""27""","=""""",,"=""3""","=""2""",,
Th,1,"=""413.262075""","=""0.000017""","=""470""","=""""",,"=""2""","=""2""",,
Th,1,"=""413.32606""","=""0.00005""","=""25""","=""""",,"=""3""","=""2""",,
Th,1,"=""413.32963""","=""0.00004""","=""56""","=""""",,"=""2""","=""2""",,
Th,1,"=""413.36010""","=""0.00005""","=""32""","=""""",,"=""3""","=""2""",,
Th,1,"=""413.395676""","=""0.000012""","=""940""","=""""",,"=""4""","=""4""",,
Th,1,"=""413.403474""","=""0.000017""","=""400""","=""""",,"=""1""","=""0""",,
Th,1,"=""413.406786""","=""0.000005""","=""4100""","=""""",,"=""2""","=""2""",,
Th,1,"=""413.432344""","=""0.000015""","=""590""","=""""",,"=""5""","=""5""",,
Th,1,"=""413.52989""","=""0.00005""","=""32""","=""""",,"=""4""","=""3""",,
Th,1,"=""413.547991""","=""0.000014""","=""900""","=""""",,"=""4""","=""3""",,
Th,1,"=""413.61312""","=""0.00003""","=""100""","=""""",,"=""6""","=""5""",,
Th,1,"=""413.628540""","=""0.000014""","=""840""","=""""",,"=""1""","=""2""",,
Th,1,"=""413.63878""","=""0.00007""","=""340""","=""""",,"=""3""","=""4""",,
Th,1,"=""413.66767""","=""0.00007""","=""15""","=""""",,"=""3""","=""2""",,
Th,1,"=""413.73336""","=""0.00007""","=""15""","=""""",,"=""2""","=""3""",,
Th,1,"=""413.804052""","=""0.000014""","=""700""","=""""",,"=""1""","=""1""",,
Th,1,"=""413.87779""","=""0.00003""","=""85""","=""""",,"=""3""","=""3""",,
Th,1,"=""413.88900""","=""0.00003""","=""150""","=""""",,"=""3""","=""2""",,
Th,1,"=""413.91083""","=""0.00005""","=""23""","=""""",,"=""0""","=""1""",,
Th,1,"=""413.91377""","=""0.00004""","=""45""","=""""",,"=""2""","=""2""",,
Th,1,"=""413.93135""","=""0.00005""","=""31""","=""""",,"=""3""","=""2""",,
Th,1,"=""414.17172""","=""0.00003""","=""110""","=""""",,"=""2""","=""2""",,
Th,1,"=""414.18654""","=""0.00004""","=""51""","=""""",,"=""3""","=""4""",,
Th,1,"=""414.232503""","=""0.000017""","=""430""","=""""",,"=""4""","=""3""",,
Th,1,"=""414.25179""","=""0.00005""","=""36""","=""""",,"=""2""","=""3""",,
Th,1,"=""414.28914""","=""0.00005""","=""21""","=""""",,"=""3""","=""2""",,
Th,1,"=""414.30456""","=""0.00004""","=""66""","=""""",,"=""3""","=""3""",,
Th,1,"=""414.33383""","=""0.00003""","=""71""","=""""",,"=""4""","=""4""",,
Th,1,"=""414.364903""","=""0.000012""","=""960""","=""""",,"=""3""","=""3""",,
Th,1,"=""414.37155""","=""0.00005""","=""36""","=""""",,"=""3""","=""2""",,
Th,1,"=""414.433855""","=""0.000024""","=""190""","=""""",,"=""2""","=""2""",,
Th,1,"=""414.44539""","=""0.00004""","=""51""","=""""",,"=""2""","=""3""",,
Th,1,"=""414.45758""","=""0.00003""","=""150""","=""""",,"=""4""","=""5""",,
Th,1,"=""414.50457""","=""0.00005""","=""36""","=""""",,"=""4""","=""3""",,
Th,1,"=""414.52966""","=""0.00003""","=""130""","=""""",,"=""3""","=""4""",,
Th,1,"=""414.58594""","=""0.00005""","=""37""","=""""",,"=""2""","=""3""",,
Th,1,"=""414.69697""","=""0.00004""","=""59""","=""""",,"=""2""","=""3""",,
Th,1,"=""414.753950""","=""0.000019""","=""310""","=""""",,"=""5""","=""5""",,
Th,1,"=""414.872687""","=""0.000017""","=""450""","=""""",,"=""3""","=""2""",,
Th,1,"=""414.883129""","=""0.000022""","=""210""","=""""",,"=""2""","=""2""",,
Th,1,"=""415.003423""","=""0.000021""","=""290""","=""""",,"=""3""","=""3""",,
Th,1,"=""415.008900""","=""0.000012""","=""1300""","=""""",,"=""4""","=""5""",,
Th,1,"=""415.06001""","=""0.00004""","=""46""","=""""",,"=""4""","=""3""",,
Th,1,"=""415.114518""","=""0.000022""","=""210""","=""""",,"=""2""","=""2""",,
Th,1,"=""415.20321""","=""0.00017""","=""21""","=""""",,"=""1""","=""1""",,
Th,1,"=""415.21331""","=""0.00005""","=""22""","=""""",,"=""4""","=""4""",,
Th,1,"=""415.21508""","=""0.00004""","=""42""","=""""",,"=""1""","=""1""",,
Th,1,"=""415.22121""","=""0.00004""","=""50""","=""""",,"=""4""","=""4 or 5""",,
Th,1,"=""415.25648""","=""0.00007""","=""16""","=""""",,"=""2""","=""1""",,
Th,1,"=""415.32067""","=""0.00004""","=""41""","=""""",,"=""3""","=""3""",,
Th,1,"=""415.35743""","=""0.00003""","=""120""","=""""",,"=""4""","=""4""",,
Th,1,"=""415.38651""","=""0.00005""","=""32""","=""""",,"=""1""","=""2""",,
Th,1,"=""415.43013""","=""0.00022""","=""13""","=""""",,"=""2""","=""3""",,
Th,1,"=""415.43781""","=""0.00004""","=""50""","=""""",,"=""2""","=""2""",,
Th,1,"=""415.44994""","=""0.00005""","=""21""","=""""",,"=""2""","=""3""",,
Th,1,"=""415.472041""","=""0.000016""","=""670""","=""""",,"=""4""","=""4""",,
Th,1,"=""415.49082""","=""0.00007""","=""15""","=""""",,"=""2""","=""3""",,
Th,1,"=""415.50115""","=""0.00005""","=""33""","=""""",,"=""3""","=""2""",,
Th,1,"=""415.59873""","=""0.00004""","=""50""","=""""",,"=""4""","=""5""",,
Th,1,"=""415.64765""","=""0.00003""","=""130""","=""""",,"=""0""","=""1""",,
Th,1,"=""415.728030""","=""0.000012""","=""1100""","=""""",,"=""5""","=""6""",,
Th,1,"=""415.735940""","=""0.000024""","=""190""","=""""",,"=""3""","=""4""",,
Th,1,"=""415.739567""","=""0.000016""","=""610""","=""""",,"=""4""","=""5""",,
Th,1,"=""415.853513""","=""0.000009""","=""2400""","=""""",,"=""5""","=""5""",,
Ar,1,"=""415.8590""","=""0.0010""","=""400""","=""1.40e+06""",B,"=""2""","=""2""",,
Th,1,"=""415.915362""","=""0.000021""","=""280""","=""""",,"=""4""","=""5""",,
Th,1,"=""415.94095""","=""0.00003""","=""75""","=""""",,"=""5""","=""5""",,
Th,1,"=""415.97662""","=""0.00003""","=""120""","=""""",,"=""4""","=""4""",,
Th,1,"=""416.02729""","=""0.00007""","=""16""","=""""",,"=""5""","=""4""",,
Th,1,"=""416.13440""","=""0.00017""","=""14""","=""""",,"=""2""","=""2""",,
Th,1,"=""416.173878""","=""0.000016""","=""670""","=""""",,"=""3""","=""3""",,
Th,1,"=""416.20311""","=""0.00005""","=""34""","=""""",,"=""5""","=""5""",,
Th,1,"=""416.250896""","=""0.000010""","=""1600""","=""""",,"=""4""","=""3""",,
Th,1,"=""416.278260""","=""0.000019""","=""340""","=""""",,"=""3""","=""3""",,
Th,1,"=""416.29280""","=""0.00005""","=""31""","=""""",,"=""4""","=""4 or 5""",,
Th,1,"=""416.38291""","=""0.00003""","=""84""","=""""",,"=""2""","=""3""",,
Th,1,"=""416.394780""","=""0.000023""","=""230""","=""""",,"=""3""","=""3""",,
Ar,1,"=""416.4180""","=""0.0010""","=""50""","=""2.9e+05""",B,"=""2""","=""1""",,
Th,1,"=""416.44551""","=""0.00003""","=""72""","=""""",,"=""2""","=""2""",,
Th,1,"=""416.45322""","=""0.00003""","=""100""","=""""",,"=""4""","=""5""",,
Th,1,"=""416.46905""","=""0.00005""","=""27""","=""""",,"=""3""","=""2""",,
Th,1,"=""416.497339""","=""0.000023""","=""210""","=""""",,"=""2""","=""3""",,
Th,1,"=""416.54972""","=""0.00005""","=""39""","=""""",,"=""1""","=""2""",,
Th,1,"=""416.576608""","=""0.000005""","=""5500""","=""""",,"=""4""","=""4""",,
Th,1,"=""416.63732""","=""0.00005""","=""27""","=""""",,"=""5""","=""4""",,
Th,1,"=""416.69074""","=""0.00005""","=""21""","=""""",,"=""2""","=""1""",,
Th,1,"=""416.71197""","=""0.00004""","=""54""","=""""",,"=""7""","=""6""",,
Th,1,"=""416.786507""","=""0.000023""","=""240""","=""""",,"=""2""","=""2""",,
Th,1,"=""416.804636""","=""0.000019""","=""340""","=""""",,"=""6""","=""7""",,
Th,1,"=""416.845496""","=""0.000024""","=""190""","=""""",,"=""2""","=""3""",,
Th,1,"=""416.90851""","=""0.00003""","=""100""","=""""",,"=""4""","=""3""",,
Th,1,"=""416.91043""","=""0.00007""","=""15""","=""""",,"=""4""","=""4""",,
Th,1,"=""416.92128""","=""0.00003""","=""110""","=""""",,"=""2""","=""3""",,
Th,1,"=""416.97561""","=""0.00004""","=""56""","=""""",,"=""4""","=""3""",,
Th,1,"=""416.983006""","=""0.000024""","=""190""","=""""",,"=""1""","=""2""",,
Th,1,"=""417.053311""","=""0.000003""","=""7300""","=""""",,"=""4""","=""4""",,
Th,1,"=""417.19750""","=""0.00004""","=""54""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.20535""","=""0.00004""","=""46""","=""""",,"=""2""","=""2""",,
Th,1,"=""417.22044""","=""0.00007""","=""16""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.27439""","=""0.00021""","=""16""","=""""",,"=""3""","=""2""",,
Th,1,"=""417.33062""","=""0.00005""","=""26""","=""""",,"=""4""","=""4""",,
Th,1,"=""417.344745""","=""0.000017""","=""420""","=""""",,"=""4""","=""3""",,
Th,1,"=""417.35579""","=""0.00005""","=""37""","=""""",,"=""6""","=""5""",,
Th,1,"=""417.372072""","=""0.000024""","=""170""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.40638""","=""0.00005""","=""27""","=""""",,"=""4""","=""5""",,
Th,1,"=""417.46216""","=""0.00005""","=""18""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.53234""","=""0.00004""","=""45""","=""""",,"=""1""","=""2""",,
Th,1,"=""417.64817""","=""0.00003""","=""81""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.71105""","=""0.00005""","=""27""","=""""",,"=""4""","=""4""",,
Th,1,"=""417.716470""","=""0.000023""","=""230""","=""""",,"=""2""","=""2""",,
Th,1,"=""417.72835""","=""0.00004""","=""66""","=""""",,"=""1""","=""2""",,
Th,1,"=""417.75202""","=""0.00005""","=""22""","=""""",,"=""5""","=""5""",,
Th,1,"=""417.77830""","=""0.00005""","=""28""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.78036""","=""0.00007""","=""15""","=""""",,"=""5""","=""4""",,
Th,1,"=""417.82512""","=""0.00003""","=""130""","=""""",,"=""4""","=""3""",,
Th,1,"=""417.86261""","=""0.00007""","=""16""","=""""",,"=""2""","=""3""",,
Th,1,"=""417.884801""","=""0.000012""","=""970""","=""""",,"=""4""","=""3""",,
Th,1,"=""417.921999""","=""0.000010""","=""1500""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.931406""","=""0.000014""","=""750""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.961779""","=""0.000012""","=""1300""","=""""",,"=""1""","=""2""",,
Th,1,"=""417.96667""","=""0.00003""","=""140""","=""""",,"=""2""","=""1""",,
Th,1,"=""417.976334""","=""0.000024""","=""190""","=""""",,"=""3""","=""2""",,
Th,1,"=""417.98090""","=""0.00005""","=""28""","=""""",,"=""3""","=""4""",,
Th,1,"=""417.98602""","=""0.00005""","=""20""","=""""",,"=""4""","=""4""",,
Th,1,"=""418.01904""","=""0.00003""","=""79""","=""""",,"=""2""","=""2""",,
Th,1,"=""418.032717""","=""0.000021""","=""250""","=""""",,"=""3""","=""3""",,
Th,1,"=""418.072099""","=""0.000024""","=""180""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.09576""","=""0.00004""","=""65""","=""""",,"=""4""","=""4""",,
Th,1,"=""418.10422""","=""0.00007""","=""17""","=""""",,"=""4""","=""4""",,
Th,1,"=""418.13010""","=""0.00005""","=""31""","=""""",,"=""3""","=""3""",,
Th,1,"=""418.13513""","=""0.00005""","=""26*""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.15180""","=""0.00017""","=""14""","=""""",,"=""3""","=""2""",,
Ar,1,"=""418.1884""","=""0.0010""","=""50""","=""5.6e+05""",B,"=""0""","=""1""",,
Th,1,"=""418.208271""","=""0.000024""","=""170""","=""""",,"=""3""","=""3""",,
Th,1,"=""418.27108""","=""0.00004""","=""52""","=""""",,"=""3""","=""4""",,
Th,1,"=""418.293416""","=""0.000021""","=""260""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.413754""","=""0.000016""","=""590""","=""""",,"=""2""","=""3""",,
Th,1,"=""418.460445""","=""0.000019""","=""370""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.49054""","=""0.00004""","=""73""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.514465""","=""0.000019""","=""370""","=""""",,"=""4""","=""4""",,
Th,1,"=""418.52984""","=""0.00003""","=""130""","=""""",,"=""4""","=""5""",,
Th,1,"=""418.546928""","=""0.000021""","=""290""","=""""",,"=""5""","=""6""",,
Th,1,"=""418.714095""","=""0.000019""","=""350""","=""""",,"=""2""","=""1""",,
Th,1,"=""418.73136""","=""0.00007""","=""17""","=""""",,"=""5""","=""4""",,
Th,1,"=""418.75121""","=""0.00018""","=""6""","=""""",,"=""3""","=""4""",,
Th,1,"=""418.78998""","=""0.00007""","=""16""","=""""",,"=""3""","=""4""",,
Th,1,"=""418.86623""","=""0.00004""","=""70""","=""""",,"=""2""","=""3""",,
Th,1,"=""418.86904""","=""0.00004""","=""56""","=""""",,"=""3""","=""2""",,
Th,1,"=""418.956172""","=""0.000023""","=""210""","=""""",,"=""4""","=""3""",,
Th,1,"=""418.96357""","=""0.00004""","=""76""","=""""",,"=""5""","=""5""",,
Th,1,"=""419.062093""","=""0.000021""","=""250""","=""""",,"=""1""","=""2""",,
Ar,1,"=""419.0713""","=""0.0010""","=""100""","=""2.80e+05""",B,"=""2""","=""2""",,
Th,1,"=""419.08133""","=""0.00003""","=""85""","=""""",,"=""5""","=""5""",,
Th,1,"=""419.10276""","=""0.00005""","=""30""","=""""",,"=""4""","=""3""",,
Ar,1,"=""419.1029""","=""0.0010""","=""50""","=""5.4e+05""",C+,"=""0""","=""1""",,
Th,1,"=""419.114636""","=""0.000025""","=""170""","=""""",,"=""1""","=""2""",,
Th,1,"=""419.236194""","=""0.000014""","=""840""","=""""",,"=""2""","=""2""",,
Th,1,"=""419.28729""","=""0.00005""","=""20""","=""""",,"=""3""","=""3""",,
Th,1,"=""419.301633""","=""0.000009""","=""2900""","=""""",,"=""4""","=""4""",,
Th,1,"=""419.31993""","=""0.00007""","=""17""","=""""",,"=""4""","=""3""",,
Th,1,"=""419.351762""","=""0.000025""","=""170""","=""""",,"=""2""","=""3""",,
Th,1,"=""419.493598""","=""0.000009""","=""2300""","=""""",,"=""4""","=""5""",,
Th,1,"=""419.52264""","=""0.00005""","=""19""","=""""",,"=""5""","=""6""",,
Th,1,"=""419.68283""","=""0.00005""","=""20""","=""""",,"=""3""","=""4""",,
Th,1,"=""419.68482""","=""0.00005""","=""32""","=""""",,"=""3""","=""2""",,
Th,1,"=""419.70161""","=""0.00018""","=""13""","=""""",,"=""3""","=""4""",,
Th,1,"=""419.73165""","=""0.00005""","=""20""","=""""",,"=""4""","=""4""",,
Th,1,"=""419.77104""","=""0.00005""","=""29""","=""""",,"=""5""","=""4""",,
Th,1,"=""419.77513""","=""0.00005""","=""29""","=""""",,"=""2""","=""2""",,
Th,1,"=""419.83002""","=""0.00004""","=""50""","=""""",,"=""4""","=""5""",,
Ar,1,"=""419.8317""","=""0.0010""","=""200""","=""2.57e+06""",B,"=""1""","=""0""",,
Th,1,"=""419.88752""","=""0.00003""","=""130""","=""""",,"=""2""","=""3""",,
Th,1,"=""419.89356""","=""0.00003""","=""150""","=""""",,"=""1""","=""2""",,
Th,1,"=""419.91753""","=""0.00018""","=""30""","=""""",,"=""2""","=""2""",,
Th,1,"=""419.963100""","=""0.000019""","=""310""","=""""",,"=""4""","=""5""",,
Th,1,"=""419.97488""","=""0.00005""","=""33""","=""""",,"=""2""","=""3""",,
Th,1,"=""420.00170""","=""0.00018""","=""13""","=""""",,"=""3""","=""2""",,
Th,1,"=""420.01490""","=""0.00018""","=""13""","=""""",,"=""3""","=""2""",,
Ar,1,"=""420.0674""","=""0.0010""","=""400""","=""9.7e+05""",B+,"=""2""","=""3""",,
Th,1,"=""420.06861""","=""0.00018""","=""13""","=""""",,"=""4""","=""5""",,
Th,1,"=""420.13263""","=""0.00004""","=""59""","=""""",,"=""7""","=""6 or 7""",,
Th,1,"=""420.16011""","=""0.00011""","=""140""","=""""",,"=""5""","=""4""",,
Th,1,"=""420.16808""","=""0.00004""","=""58""","=""""",,"=""4""","=""3""",,
Th,1,"=""420.226377""","=""0.000023""","=""220""","=""""",,"=""3""","=""4""",,
Th,1,"=""420.30493""","=""0.00003""","=""110""","=""""",,"=""4""","=""4""",,
Th,1,"=""420.30863""","=""0.00004""","=""77""","=""""",,"=""4""","=""4""",,
Th,1,"=""420.34387""","=""0.00004""","=""43""","=""""",,"=""3""","=""2""",,
Th,1,"=""420.357617""","=""0.000021""","=""270""","=""""",,"=""3""","=""2""",,
Th,1,"=""420.37732""","=""0.00007""","=""17""","=""""",,"=""5""","=""6""",,
Th,1,"=""420.388399""","=""0.000019""","=""320""","=""""",,"=""3""","=""3""",,
Th,1,"=""420.404122""","=""0.000014""","=""870""","=""""",,"=""6""","=""5""",,
Th,1,"=""420.49300""","=""0.00018""","=""18""","=""""",,"=""3""","=""4""",,
Th,1,"=""420.51273""","=""0.00003""","=""150""","=""""",,"=""3""","=""2""",,
Th,1,"=""420.55378""","=""0.00004""","=""58""","=""""",,"=""4""","=""3""",,
Th,1,"=""420.60563""","=""0.00003""","=""78""","=""""",,"=""2""","=""1""",,
Th,1,"=""420.71756""","=""0.00003""","=""130""","=""""",,"=""5""","=""5""",,
Th,1,"=""420.76121""","=""0.00003""","=""130""","=""""",,"=""2""","=""2""",,
Th,1,"=""420.841079""","=""0.000014""","=""740""","=""""",,"=""5""","=""4""",,
Th,1,"=""420.86666""","=""0.00005""","=""38""","=""""",,"=""2""","=""2""",,
Th,1,"=""420.874822""","=""0.000018""","=""460""","=""""",,"=""4""","=""3""",,
Th,1,"=""420.87851""","=""0.00003""","=""120""","=""""",,"=""1""","=""2""",,
Th,1,"=""420.886453""","=""0.000014""","=""910""","=""""",,"=""2""","=""2""",,
Th,1,"=""420.892694""","=""0.000023""","=""210bl""","=""""",,"=""2""","=""2""",,
Th,1,"=""420.919638""","=""0.000018""","=""430""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""420.99259""","=""0.00004""","=""76""","=""""",,"=""5""","=""5 or 6""",,
Th,1,"=""420.997267""","=""0.000012""","=""1100""","=""""",,"=""5""","=""6""",,
Th,1,"=""421.008864""","=""0.000018""","=""400""","=""""",,"=""5""","=""4""",,
Th,1,"=""421.045540""","=""0.000020""","=""370""","=""""",,"=""4""","=""4""",,
Th,1,"=""421.06000""","=""0.00018""","=""12""","=""""",,"=""3""","=""3""",,
Th,1,"=""421.076474""","=""0.000005""","=""3600""","=""""",,"=""4""","=""3""",,
Th,1,"=""421.0923030""","=""0.0000024""","=""16000""","=""""",,"=""2""","=""1""",,
Th,1,"=""421.26534""","=""0.00005""","=""31""","=""""",,"=""2""","=""2""",,
Th,1,"=""421.29245""","=""0.00004""","=""69""","=""""",,"=""5""","=""4""",,
Th,1,"=""421.306720""","=""0.000009""","=""2100""","=""""",,"=""0""","=""1""",,
Th,1,"=""421.33162""","=""0.00003""","=""120""","=""""",,"=""1""","=""1""",,
Th,1,"=""421.337781""","=""0.000016""","=""630""","=""""",,"=""4""","=""5""",,
Th,1,"=""421.47495""","=""0.00003""","=""130""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""421.482828""","=""0.000009""","=""1800""","=""""",,"=""4""","=""4""",,
Th,1,"=""421.52110""","=""0.00005""","=""21""","=""""",,"=""2""","=""3""",,
